番号,22,
名前,よし子先生,
呼び名,よし子先生,
基礎,0,2000;体力
基礎,1,2000;気力
基礎,2,10000;射精
基礎,5,1500;勃起
基礎,10,1500;興奮度
基礎,11,1000;理性
基礎,12,1000;機嫌
基礎,13,1000;気分
基礎,14,1000;満足
基礎,15,10000;性欲
基礎,16,1000;眠気
基礎,17,1000;空腹
基礎,19,1000;評判
基礎,20,1000;学力
基礎,21,1000;刺激度
基礎,31,1580
基礎,32,560
基礎,33,900
基礎,34,640
基礎,35,920
素質,0,1,;処女
素質,2,1,;女性
素質,10,1,;気丈
素質,11,-1,;素直
素質,23,1,;好奇心
素質,33,1,;恥じらい
素質,41,1,;濡れやすい
素質,50,1,;習得早い
素質,51,;器用な指
素質,94,;謎の魅力
素質,104,;Ｂ感度
能力,3,1;Ｂ感覚
能力,技巧,2
能力,13,1;奉仕精神
フラグ,タイプ,8
フラグ,開始位置,4
フラグ,開始地区,1
フラグ,仕事,1
フラグ,鍵,1
フラグ,常００地区,1;1,4 職員室
フラグ,常０１地区,1
フラグ,常０２地区,1
フラグ,常０３地区,1
フラグ,常０４地区,1
フラグ,常０５地区,1
フラグ,常０６地区,1
フラグ,常０７地区,1
フラグ,常０８地区,1
フラグ,常０９地区,1
フラグ,常１０地区,1
フラグ,常１１地区,1
フラグ,常１２地区,1
フラグ,常１３地区,1
フラグ,常１４地区,1
フラグ,常１５地区,1
フラグ,常１６地区,1
;;;フラグ,常１７地区,1
;;;フラグ,常１８地区,0;0,12 病院
;;;フラグ,常１９地区,0
;;;フラグ,常２０地区,0
フラグ,常２１地区,0
フラグ,常２２地区,0
フラグ,常２３地区,0
フラグ,常００位置,4;1,4 職員室
フラグ,常０１位置,4
フラグ,常０２位置,4
フラグ,常０３位置,4
フラグ,常０４位置,4
フラグ,常０５位置,4
フラグ,常０６位置,4
フラグ,常０７位置,4
フラグ,常０８位置,4
フラグ,常０９位置,4
フラグ,常１０位置,4
フラグ,常１１位置,4
フラグ,常１２位置,4
フラグ,常１３位置,4
フラグ,常１４位置,4
フラグ,常１５位置,4
フラグ,常１６位置,4
;;;フラグ,常１７位置,4
;;;フラグ,常１８位置,12;0,12 病院
;;;フラグ,常１９位置,12
;;;フラグ,常２０位置,12
フラグ,常２１位置,12
フラグ,常２２位置,12
フラグ,常２３位置,12
フラグ,常００モラル,1000;1,4 職員室
フラグ,常０１モラル,1000
フラグ,常０２モラル,1000
フラグ,常０３モラル,1000
フラグ,常０４モラル,1000
フラグ,常０５モラル,1000
フラグ,常０６モラル,1000
フラグ,常０７モラル,1000
フラグ,常０８モラル,1000
フラグ,常０９モラル,1000
フラグ,常１０モラル,1000
フラグ,常１１モラル,1000
フラグ,常１２モラル,1000
フラグ,常１３モラル,1000
フラグ,常１４モラル,1000
フラグ,常１５モラル,1000
フラグ,常１６モラル,1000
フラグ,常１７モラル,1000
フラグ,常１８モラル,900;0,12 病院
フラグ,常１９モラル,900
フラグ,常２０モラル,900
フラグ,常２１モラル,900
フラグ,常２２モラル,1000
フラグ,常２３モラル,1000
