	;1〜19番…膣調教アイテム、調教強化の道具類
1,バイブ,1500,
12,ペニスバンド,4500,
17,Ｖ道具抵抗,1000,
18,Ｖ男性器抵抗,1000,
19,Ｖ道具男性器抵抗,1000,
	;20〜39番…胸調教アイテム、調教強化の道具類
20,ニプルキャップ,1000,
21,搾乳器,1000
	;40〜59番…陰核調教アイテム、調教強化の道具類
40,ローター,1000,

41,クリキャップ,1000,
	;60〜79番…尻調教アイテム、調教強化の道具類
60,アナルバイブ,1500,
61,アナルビーズ,1500,
62,尻尾付きアナルバイブ,1500
77,Ａ道具抵抗,1000,
78,Ａ男性器抵抗,1000,
79,Ａ道具男性器抵抗,1000,
	;80〜89番…男根調教アイテム、調教強化の道具類
80,オナホール,4000,
	;90〜149番…その他調教アイテム、調教強化の道具類
90,ボールギャグ,1000
91,縄,1000
92,Ｅマッサージャ,1000
93,鞭,2000

	;150〜174番台…消耗品(薬品類)
	;※コンビニ・スーパーでも買えるようになった品(2026-08-30)は、
	;　そこで買うものとして妥当な額まで下げた。処方が要るような薬は据え置き。
	;　スーパーは更に定価の8割になる（@店価格 COMF1006-買い物.ERB）
150,媚薬,1000
151,利尿剤,1000
152,栄養ドリンク,200
153,眠気覚まし,300
154,アロマスプレー,1000
155,睡眠薬,1000
156,低用量ピル,1000
157,アフターピル,1000
158,排卵誘発剤,1000
159,風邪薬,600
174,下剤,1000

	;175〜199番台…消耗品(その他)
	;お弁当は出来の差がそのまま値段の差になる。
	;自分で作れば(COMF1011)ただなので、買う方が高いのは変わらない
175,コンドーム,500
176,ビデオテープ,300
181,やばそうなお弁当,300
182,普通のお弁当,500
183,美味しそうなお弁当,800
190,上手な謝り方,1000,;
191,広い心の持ち方,1000,;
	;200〜249上半身上着
200,制服のセーラー服,1000,;
201,制服のブレザー,1000,;
202,コットンブラウス,1000,;
203,シルクブラウス,1000,;
206,サマーセーター,1000,;
207,ウールセーター,1000,;
208,タートルネック,1000,;
209,Ｙシャツ,1000,;

210,Ｔシャツ,1000,;
211,キャミソール,1000,;
212,タンクトップ,1000,;
213,チューブトップ,1000,;
214,パーカー,1000,;
215,カットソー,1000,;
217,チュニック,1000,;
218,トレーナー,1000,;
219,体操服,1000,;
220,ダメージＴシャツ,1000
240,制服の詰襟,1000,;
241,スーツの上着,1000,;

	;250〜274下半身上着(スカート)
250,制服のスカート,1000,;
251,ロングスカート,1000,;
252,ひざ丈スカート,1000,;
253,ミニスカート,1000,;
254,マイクロミニ,1000,;
255,タイトスカート,1000,;
256,プリーツスカート,1000,;
257,フレアスカート,1000,;
258,巻きスカート,1000,;
259,吊りスカート,1000,;
260,ジャンパースカート,1000,;

	;275〜299下半身上着(ズボン)
275,キュロットスカート,1000,;
276,コットンパンツ,1000,;
277,ショートパンツ,1000,;
278,ホットパンツ,1000,;
279,スパッツ,1000,;
280,ローライズパンツ,1000,;
281,スリムジーンズ,1000,;
282,スラックス,1000,;
283,トレーニングパンツ,1000,;
284,ブルマ,1000,;
285,オーバーオール,1000,;

290,制服のズボン,1000,;
291,スーツのズボン,1000,;

	;300〜349上半身下着
300,白のブラ,1000,;
301,赤いブラ,1000,;
302,青いブラ,1000,;
303,黒のブラ,1000,;
304,花柄のブラ,1000,;
305,ベージュブラ,1000,;
306,ピンクのプラ,1000,;
307,縞々のプラ,1000,;
310,シルクのブラ,1000,;
311,コットンブラ,1000,;
312,スポーツブラ,1000,;
313,レースブラ,1000,;
314,フリルブラ,1000,;
315,シースルーブラ,1000,;
316,ハーフカップブラ,1000,;
317,オープンブラ,1000,;
318,ビキニトップ,1000,;
319,ビスチェ,1000,;
320,絆創膏,1000,;
321,母乳パッド,1000,;
322,胸縄,1000,;

	;350〜399下半身下着
350,白のパンティ,1000,;
351,赤いパンティ,1000,;
352,青いパンティ,1000,;
353,黒のパンティ,1000,;
354,花柄のパンティ,1000,;
355,ベージュパンティ,1000,;
356,レースパンティ,1000,;
357,フリルパンティ,1000,;
358,ピンクのパンティ,1000,;
359,縞々パンティ,1000,;
360,シルクショーツ,1000,;
361,コットンショーツ,1000,;
362,フレアショーツ,1000,;
363,Ｔバックショーツ,1000,;
364,オープンショーツ,1000,;
365,紐パンティ,1000,;
366,ハイレグ,1000,;
367,ローレグ,1000,;
368,ドロワーズ,1000,;
369,ペチコート,1000,;

370,前貼り,1000,;
371,オムツ,1000,;
372,股縄,1000,;
373,貞操帯,1000,;
374,ポケット付きショーツ,1000
390,ブリーフ,1000,;
391,トランクス,1000,;
392,ブーメランパンツ,1000,;

	;400〜419帽子
400,ニット帽,500,;
401,麦わら帽,500,;
402,ベレー帽,500,;
403,つば広帽,500,;
404,ハンチング,500,;
405,ベースボールキャップ,500,;
406,インディアンハット,500,;
407,テンガロンハット,500,;
408,ナースキャップ,1500,;
409,婦警の帽子,1500,;

	;420〜439靴
420,革靴,500,;
421,スニーカー,500,;
422,サンダル,500,;
423,ローファー,500,;
424,エナメルパンプス,500,;
425,ハイヒール,500,;
426,ピンヒール,500,;
427,ショートブーツ,500,;
428,ロングブーツ,500,;
429,ダンスシューズ,500,;
430,草履,500,;

	;440〜459靴下
440,ショートソックス,500,;
441,ハイソックス,500,;
442,ニーソックス,500,;
443,オーバーニーソックス,500,;
444,ルーズソックス,500,;
445,黒ストッキング,500,;
446,ガーターストッキング,500,;
447,ロングタイツ,500,;
448,網タイツ,500,;
449,パンティストッキング,500
450,破れたストッキング,500
	;460〜479眼鏡
460,メガネ,500,;
461,銀の眼鏡,15000,;

	;480〜499頭
480,ヘアバンド,500,;
481,カチューシャ,500,;
482,ヘッドドレス,500,;
483,バンダナ,500,;
484,かんざし,500,;
485,純白のヘッドドレス,15000,;
486,リボン,500
487,ホワイトブリム,500
488,猫耳カチューシャ,500
489,ウサ耳カチューシャ,500
	;500〜519耳
500,イヤリング,500,;

	;520〜539首
520,ネックレス,500,;
521,ペンダント,500,;
522,ブローチ,500,;
523,チョーカー,1500,;
524,名札,500,;
525,真珠のネックレス,15000,;
526,蒼いペンダント,15000,;
527,翡翠のブローチ,15000,;
528,首輪,15000,;
529,赤い首輪,50000,;
530,奴隷管理用タグ,50000,;
531,涎掛け,500
	;540〜559腕
540,腕輪,1000,;
541,腕時計,1000
542,手錠,1000
543,手袋,1000

	;560〜579指
560,エンゲージリング,100000,;

	;580〜619その他
580,ハーフコート,1500,;
581,ロングコート,1500,;
582,レインコート,1500,;
583,エプロン,1500,;
584,パレオ,1500,;
585,落書き,5000,;
586,猫尻尾,1500
587,ニットカーディガン,1000,;
588,フリースカーディガン,1000,;
589,ボレロ,1000,;
590,ソムリエエプロン,1000
	;620〜719上下一体型上着
620,ワンピース,1000,;
621,ミニワンピ,1000,;
622,キャミソールワンピ,1000,;
624,エプロンドレス,1000,;
