番号,19,
名前,三島 棹,
呼び名,棹,
;（客♀）
基礎,0,2000;体力
基礎,1,2000;気力
基礎,2,10000;射精
基礎,5,1500;勃起
基礎,10,1500;興奮度
基礎,11,1000;理性
基礎,12,1000;機嫌
基礎,15,10000;性欲
基礎,16,1000;眠気
基礎,19,1000;評判
基礎,20,1000;学力
基礎,21,1000;刺激度
基礎,31,1780
基礎,32,680
基礎,33,920
基礎,34,760
基礎,35,910
素質,1,1;アナル経験済み
素質,2,1;女性
能力,技巧,2
フラグ,タイプ,8
フラグ,開始位置,14
フラグ,開始地区,2
フラグ,モラル,900
フラグ,常００地区,2;2,14 喫茶店
フラグ,常０１地区,2
フラグ,常０２地区,2
フラグ,常０３地区,2
フラグ,常０４地区,2
フラグ,常０５地区,2
フラグ,常０６地区,2
;;;フラグ,常０７地区,2;2,12 ファミレス
;;;フラグ,常０８地区,2
;;;フラグ,常０９地区,2
;;;フラグ,常１０地区,2
;;;フラグ,常１１地区,2
;;;フラグ,常１２地区,2
;;;フラグ,常１３地区,2
;;;フラグ,常１４地区,2
;;;フラグ,常１５地区,2
フラグ,常１６地区,2
フラグ,常１７地区,2
フラグ,常１８地区,2
フラグ,常１９地区,2
;;;フラグ,常２０地区,2;2,17 公園
;;;フラグ,常２１地区,2
フラグ,常２２地区,2
フラグ,常２３地区,2
フラグ,常００位置,14;2,14 喫茶店
フラグ,常０１位置,14
フラグ,常０２位置,14
フラグ,常０３位置,14
フラグ,常０４位置,14
フラグ,常０５位置,14
フラグ,常０６位置,14
;;;フラグ,常０７位置,12;2,12 ファミレス
;;;フラグ,常０８位置,12
;;;フラグ,常０９位置,12
;;;フラグ,常１０位置,12
;;;フラグ,常１１位置,12
;;;フラグ,常１２位置,12
;;;フラグ,常１３位置,12
;;;フラグ,常１４位置,12
;;;フラグ,常１５位置,12
フラグ,常１６位置,12
フラグ,常１７位置,12
フラグ,常１８位置,12
フラグ,常１９位置,12
;;;フラグ,常２０位置,17;2,17 公園
;;;フラグ,常２１位置,17
フラグ,常２２位置,17
フラグ,常２３位置,17
フラグ,常００モラル,900;2,14 喫茶店
フラグ,常０１モラル,900
フラグ,常０２モラル,900
フラグ,常０３モラル,900
フラグ,常０４モラル,900
フラグ,常０５モラル,900
フラグ,常０６モラル,900
フラグ,常０７モラル,900;2,12 ファミレス
フラグ,常０８モラル,900
フラグ,常０９モラル,900
フラグ,常１０モラル,900
フラグ,常１１モラル,900
フラグ,常１２モラル,900
フラグ,常１３モラル,900
フラグ,常１４モラル,900
フラグ,常１５モラル,900
フラグ,常１６モラル,900
フラグ,常１７モラル,900
フラグ,常１８モラル,900
フラグ,常１９モラル,900
フラグ,常２０モラル,900;2,17 公園
フラグ,常２１モラル,900
フラグ,常２２モラル,900
フラグ,常２３モラル,900
フラグ,上半身上着,620;ワンピース
フラグ,上半身下着,310;シルクのブラ
フラグ,下半身下着,360;シルクショーツ
フラグ,帽子,403;つば広帽
フラグ,靴,422;サンダル
フラグ,靴下,445;黒ストッキング
フラグ,眼鏡,461;銀の眼鏡
フラグ,頭,486;リボン
フラグ,耳,500;イヤリング
フラグ,首,525;真珠のネックレス
フラグ,腕,540;腕輪
フラグ,指,560;エンゲージリング
フラグ,その他,587;ニットカーディガン
