番号,21,
名前,町田先生,
呼び名,町田先生,
基礎,0,2000;体力
基礎,1,2000;気力
基礎,2,10000;射精
基礎,5,1500;勃起
基礎,10,1500;興奮度
基礎,11,1000;理性
基礎,12,1000;機嫌
基礎,15,10000;性欲
基礎,16,1000;眠気
基礎,19,1000;評判
基礎,20,1000;学力
基礎,21,1000;刺激度
基礎,31,1740
基礎,32,680
基礎,33,900
基礎,34,800
基礎,35,910
素質,1,3;非童貞アナル経験済み
素質,2,2,;男性
素質,10,1,;気丈
素質,11,1,;反抗的
素質,55,;調合知識
能力,0,3;Ｃ感覚
能力,技巧,3
能力,13,3;奉仕精神
経験,31,100;Ｃ挿入経験
フラグ,タイプ,8
フラグ,開始位置,1
フラグ,開始地区,1
フラグ,仕事,1
フラグ,鍵,1
フラグ,常００地区,1;1,1 校門
フラグ,常０１地区,1
フラグ,常０２地区,1
フラグ,常０３地区,1
フラグ,常０４地区,1
フラグ,常０５地区,1
フラグ,常０６地区,1
フラグ,常０７地区,1
フラグ,常０８地区,1
フラグ,常０９地区,1;1,4 職員室
フラグ,常１０地区,1
フラグ,常１１地区,1
フラグ,常１２地区,1
フラグ,常１３地区,1
フラグ,常１４地区,1
フラグ,常１５地区,1
フラグ,常１６地区,1
フラグ,常１７地区,2;2,19 キャバクラ
フラグ,常１８地区,2
フラグ,常１９地区,2
フラグ,常２０地区,2
フラグ,常２１地区,2
フラグ,常２２地区,2
フラグ,常２３地区,2
フラグ,常００位置,1;1,1 校門
フラグ,常０１位置,1
フラグ,常０２位置,1
フラグ,常０３位置,1
フラグ,常０４位置,1
フラグ,常０５位置,1
フラグ,常０６位置,1
フラグ,常０７位置,1
フラグ,常０８位置,1
フラグ,常０９位置,4;1,4 職員室
フラグ,常１０位置,4
フラグ,常１１位置,4
フラグ,常１２位置,4
フラグ,常１３位置,4
フラグ,常１４位置,4
フラグ,常１５位置,4
フラグ,常１６位置,4
フラグ,常１７位置,19;2,19 キャバクラ
フラグ,常１８位置,19
フラグ,常１９位置,19
フラグ,常２０位置,19
フラグ,常２１位置,19
フラグ,常２２位置,19
フラグ,常２３位置,19
フラグ,常００モラル,1000;1,1 校門
フラグ,常０１モラル,1000
フラグ,常０２モラル,1000
フラグ,常０３モラル,1000
フラグ,常０４モラル,1000
フラグ,常０５モラル,1000
フラグ,常０６モラル,1000
フラグ,常０７モラル,1000
フラグ,常０８モラル,1000
フラグ,常０９モラル,1000;1,4 職員室
フラグ,常１０モラル,1000
フラグ,常１１モラル,1000
フラグ,常１２モラル,1000
フラグ,常１３モラル,1000
フラグ,常１４モラル,1000
フラグ,常１５モラル,1000
フラグ,常１６モラル,1000
フラグ,常１７モラル,600;2,19 キャバクラ
フラグ,常１８モラル,600
フラグ,常１９モラル,600
フラグ,常２０モラル,600
フラグ,常２１モラル,600
フラグ,常２２モラル,600
フラグ,常２３モラル,600
